Date,Source Currency,Target Currency,Exchange Rate
2038-12-04,SGD,USD,1.1603
2038-12-04,HKD,USD,0.8388
2038-12-04,KRW,USD,1.0226
2038-12-04,BRL,USD,1.1668
2038-12-04,ZAR,USD,0.9853
2038-12-05,EUR,USD,1.1915
2038-12-05,GBP,USD,0.7966
2038-12-05,INR,USD,0.5658
2038-12-05,JPY,USD,0.9878
2038-12-05,AUD,USD,0.9866
2038-12-05,CAD,USD,1.3085
2038-12-05,CHF,USD,1.2318
2038-12-05,CNY,USD,0.6912
2038-12-05,SEK,USD,0.6456
2038-12-05,NZD,USD,1.4513
2038-12-05,SGD,USD,0.6414
2038-12-05,HKD,USD,0.7986
2038-12-05,KRW,USD,1.3171
2038-12-05,BRL,USD,0.8548
2038-12-05,ZAR,USD,1.2884
2038-12-06,EUR,USD,1.0332
2038-12-06,GBP,USD,0.9594
2038-12-06,INR,USD,1.0351
2038-12-06,JPY,USD,0.8451
2038-12-06,AUD,USD,0.7152
2038-12-06,CAD,USD,1.4178
2038-12-06,CHF,USD,0.9182
2038-12-06,CNY,USD,1.2814
2038-12-06,SEK,USD,0.5078
2038-12-06,NZD,USD,0.6342
2038-12-06,SGD,USD,1.4735
2038-12-06,HKD,USD,0.7955
2038-12-06,KRW,USD,0.5765
2038-12-06,BRL,USD,0.5395
2038-12-06,ZAR,USD,0.7465
2038-12-07,EUR,USD,1.4412
2038-12-07,GBP,USD,1.4473
2038-12-07,INR,USD,1.0605
2038-12-07,JPY,USD,1.0634
2038-12-07,AUD,USD,0.7019
2038-12-07,CAD,USD,1.1117
2038-12-07,CHF,USD,1.0767
2038-12-07,CNY,USD,0.5968
2038-12-07,SEK,USD,1.4003
2038-12-07,NZD,USD,1.2122
2038-12-07,SGD,USD,0.5966
2038-12-07,HKD,USD,0.7372
2038-12-07,KRW,USD,0.7426
2038-12-07,BRL,USD,0.8064
2038-12-07,ZAR,USD,0.5895
2038-12-08,EUR,USD,1.1925
2038-12-08,GBP,USD,0.8249
2038-12-08,INR,USD,0.9859
2038-12-08,JPY,USD,1.1068
2038-12-08,AUD,USD,1.13
2038-12-08,CAD,USD,1.3724
2038-12-08,CHF,USD,1.393
2038-12-08,CNY,USD,0.7745
2038-12-08,SEK,USD,0.5776
2038-12-08,NZD,USD,0.52
2038-12-08,SGD,USD,1.1747
2038-12-08,HKD,USD,1.3352
2038-12-08,KRW,USD,1.4396
2038-12-08,BRL,USD,0.8344
2038-12-08,ZAR,USD,1.0491
2038-12-09,EUR,USD,0.9887
2038-12-09,GBP,USD,1.0871
2038-12-09,INR,USD,1.3382
2038-12-09,JPY,USD,1.2004
2038-12-09,AUD,USD,0.6067
2038-12-09,CAD,USD,1.2465
2038-12-09,CHF,USD,1.0305
2038-12-09,CNY,USD,0.688
2038-12-09,SEK,USD,0.5702
2038-12-09,NZD,USD,0.9903
2038-12-09,SGD,USD,0.8008
2038-12-09,HKD,USD,1.3177
2038-12-09,KRW,USD,1.322
2038-12-09,BRL,USD,1.1568
2038-12-09,ZAR,USD,0.8614
2038-12-10,EUR,USD,0.7615
2038-12-10,GBP,USD,0.8054
2038-12-10,INR,USD,1.21
2038-12-10,JPY,USD,0.5197
2038-12-10,AUD,USD,0.8356
2038-12-10,CAD,USD,1.3155
2038-12-10,CHF,USD,0.8262
2038-12-10,CNY,USD,1.0783
2038-12-10,SEK,USD,0.7905
2038-12-10,NZD,USD,0.5913
2038-12-10,SGD,USD,0.6088
2038-12-10,HKD,USD,0.5301
2038-12-10,KRW,USD,0.8984
2038-12-10,BRL,USD,1.1303
2038-12-10,ZAR,USD,1.2079
2038-12-11,EUR,USD,1.3295
2038-12-11,GBP,USD,1.3765
2038-12-11,INR,USD,0.8972
2038-12-11,JPY,USD,1.0623
2038-12-11,AUD,USD,0.8137
2038-12-11,CAD,USD,1.1589
2038-12-11,CHF,USD,0.9403
2038-12-11,CNY,USD,1.2714
2038-12-11,SEK,USD,0.7402
2038-12-11,NZD,USD,0.8121
2038-12-11,SGD,USD,0.8279
2038-12-11,HKD,USD,0.9862
2038-12-11,KRW,USD,0.9921
2038-12-11,BRL,USD,1.3633
2038-12-11,ZAR,USD,1.0973
2038-12-12,EUR,USD,1.3757
2038-12-12,GBP,USD,1.4059
2038-12-12,INR,USD,1.2471
2038-12-12,JPY,USD,1.3349
2038-12-12,AUD,USD,0.8392
2038-12-12,CAD,USD,1.3951
2038-12-12,CHF,USD,1.3422
2038-12-12,CNY,USD,0.7666
2038-12-12,SEK,USD,1.4238
2038-12-12,NZD,USD,1.4464
2038-12-12,SGD,USD,1.4337
2038-12-12,HKD,USD,0.6699
2038-12-12,KRW,USD,1.1832
2038-12-12,BRL,USD,1.2595
2038-12-12,ZAR,USD,1.4283
2038-12-13,EUR,USD,1.2757
2038-12-13,GBP,USD,1.1692
2038-12-13,INR,USD,1.0615
2038-12-13,JPY,USD,0.6684
2038-12-13,AUD,USD,1.0677
2038-12-13,CAD,USD,0.6672
2038-12-13,CHF,USD,1.3186
2038-12-13,CNY,USD,0.7135
2038-12-13,SEK,USD,0.9213
2038-12-13,NZD,USD,1.3523
2038-12-13,SGD,USD,0.9161
2038-12-13,HKD,USD,0.9725
2038-12-13,KRW,USD,1.1348
2038-12-13,BRL,USD,0.7978
2038-12-13,ZAR,USD,0.6261
2038-12-14,EUR,USD,0.5303
2038-12-14,GBP,USD,0.6575
2038-12-14,INR,USD,1.4316
2038-12-14,JPY,USD,0.9929
2038-12-14,AUD,USD,0.8957
2038-12-14,CAD,USD,0.9239
2038-12-14,CHF,USD,1.1344
2038-12-14,CNY,USD,1.2379
2038-12-14,SEK,USD,0.5614
2038-12-14,NZD,USD,1.4248
2038-12-14,SGD,USD,1.0461
2038-12-14,HKD,USD,0.6895
2038-12-14,KRW,USD,0.7967
2038-12-14,BRL,USD,0.8562
2038-12-14,ZAR,USD,0.8119
2038-12-15,EUR,USD,1.0512
2038-12-15,GBP,USD,1.2392
2038-12-15,INR,USD,0.6729
2038-12-15,JPY,USD,1.4629
2038-12-15,AUD,USD,0.8323
2038-12-15,CAD,USD,0.7651
2038-12-15,CHF,USD,0.9352
2038-12-15,CNY,USD,0.9886
2038-12-15,SEK,USD,0.5681
2038-12-15,NZD,USD,1.0305
2038-12-15,SGD,USD,1.3019
2038-12-15,HKD,USD,0.9865
2038-12-15,KRW,USD,0.5767
2038-12-15,BRL,USD,0.5408
2038-12-15,ZAR,USD,0.9257
2038-12-16,EUR,USD,1.1963
2038-12-16,GBP,USD,0.6255
2038-12-16,INR,USD,0.6818
2038-12-16,JPY,USD,0.799
2038-12-16,AUD,USD,0.6168
2038-12-16,CAD,USD,1.0929
2038-12-16,CHF,USD,1.0024
2038-12-16,CNY,USD,1.4433
2038-12-16,SEK,USD,0.9367
2038-12-16,NZD,USD,0.5254
2038-12-16,SGD,USD,1.3909
2038-12-16,HKD,USD,1.0021
2038-12-16,KRW,USD,0.8759
2038-12-16,BRL,USD,0.7706
2038-12-16,ZAR,USD,1.0407
2038-12-17,EUR,USD,0.6851
2038-12-17,GBP,USD,1.1852
2038-12-17,INR,USD,1.2295
2038-12-17,JPY,USD,1.4336
2038-12-17,AUD,USD,1.0664
2038-12-17,CAD,USD,1.0636
2038-12-17,CHF,USD,1.1999
2038-12-17,CNY,USD,1.3689
2038-12-17,SEK,USD,0.7565
2038-12-17,NZD,USD,0.8765
2038-12-17,SGD,USD,1.0586
2038-12-17,HKD,USD,1.4775
2038-12-17,KRW,USD,0.6082
2038-12-17,BRL,USD,0.601
2038-12-17,ZAR,USD,1.1735
2038-12-18,EUR,USD,1.3519
2038-12-18,GBP,USD,0.9037
2038-12-18,INR,USD,0.9457
2038-12-18,JPY,USD,0.9748
2038-12-18,AUD,USD,1.1276
2038-12-18,CAD,USD,1.0243
2038-12-18,CHF,USD,0.9137
2038-12-18,CNY,USD,0.8066
2038-12-18,SEK,USD,0.7816
2038-12-18,NZD,USD,0.7945
2038-12-18,SGD,USD,0.6038
2038-12-18,HKD,USD,0.5057
2038-12-18,KRW,USD,1.1699
2038-12-18,BRL,USD,0.6902
2038-12-18,ZAR,USD,1.3926
2038-12-19,EUR,USD,1.3095
2038-12-19,GBP,USD,0.5172
2038-12-19,INR,USD,1.4768
2038-12-19,JPY,USD,1.2421
2038-12-19,AUD,USD,0.5173
2038-12-19,CAD,USD,1.0051
2038-12-19,CHF,USD,1.3773
2038-12-19,CNY,USD,1.3817
2038-12-19,SEK,USD,1.2063
2038-12-19,NZD,USD,1.0423
2038-12-19,SGD,USD,1.3274
2038-12-19,HKD,USD,0.5313
2038-12-19,KRW,USD,0.9121
2038-12-19,BRL,USD,1.1788
2038-12-19,ZAR,USD,1.3446
2038-12-20,EUR,USD,1.4106
2038-12-20,GBP,USD,0.6947
2038-12-20,INR,USD,1.3487
2038-12-20,JPY,USD,0.7732
2038-12-20,AUD,USD,0.5678
2038-12-20,CAD,USD,0.6566
2038-12-20,CHF,USD,1.4309
2038-12-20,CNY,USD,0.5249
2038-12-20,SEK,USD,1.1513
2038-12-20,NZD,USD,1.1847
2038-12-20,SGD,USD,1.0249
2038-12-20,HKD,USD,0.6408
2038-12-20,KRW,USD,1.0247
2038-12-20,BRL,USD,1.2198
2038-12-20,ZAR,USD,1.398
2038-12-21,EUR,USD,0.7176
2038-12-21,GBP,USD,0.8868
2038-12-21,INR,USD,1.3261
2038-12-21,JPY,USD,1.0472
2038-12-21,AUD,USD,0.7995
2038-12-21,CAD,USD,0.6157
2038-12-21,CHF,USD,1.1565
2038-12-21,CNY,USD,0.955
2038-12-21,SEK,USD,0.5374
2038-12-21,NZD,USD,1.4455
2038-12-21,SGD,USD,1.4966
2038-12-21,HKD,USD,1.3831
2038-12-21,KRW,USD,1.3142
2038-12-21,BRL,USD,1.3267
2038-12-21,ZAR,USD,0.6904
2038-12-22,EUR,USD,0.9931
2038-12-22,GBP,USD,0.7412
2038-12-22,INR,USD,0.9906
2038-12-22,JPY,USD,1.4643
2038-12-22,AUD,USD,0.9666
2038-12-22,CAD,USD,1.482
2038-12-22,CHF,USD,1.2262
2038-12-22,CNY,USD,0.8081
2038-12-22,SEK,USD,1.4774
2038-12-22,NZD,USD,1.2186
2038-12-22,SGD,USD,1.0874
2038-12-22,HKD,USD,0.9761
2038-12-22,KRW,USD,0.8387
2038-12-22,BRL,USD,0.6278
2038-12-22,ZAR,USD,0.7238
2038-12-23,EUR,USD,1.4193
2038-12-23,GBP,USD,1.1864
2038-12-23,INR,USD,1.0994
2038-12-23,JPY,USD,1.4387
2038-12-23,AUD,USD,0.8608
2038-12-23,CAD,USD,1.1609
2038-12-23,CHF,USD,0.572
2038-12-23,CNY,USD,0.8105
2038-12-23,SEK,USD,0.8519
2038-12-23,NZD,USD,1.3121
2038-12-23,SGD,USD,0.6565
2038-12-23,HKD,USD,1.0507
2038-12-23,KRW,USD,1.1371
2038-12-23,BRL,USD,1.4669
2038-12-23,ZAR,USD,0.7631
2038-12-24,EUR,USD,0.6331
2038-12-24,GBP,USD,0.9018
2038-12-24,INR,USD,0.5698
2038-12-24,JPY,USD,0.7573
2038-12-24,AUD,USD,0.8876
2038-12-24,CAD,USD,0.649
2038-12-24,CHF,USD,0.8447
2038-12-24,CNY,USD,0.5055
2038-12-24,SEK,USD,1.0771
2038-12-24,NZD,USD,1.4364
2038-12-24,SGD,USD,1.3512
2038-12-24,HKD,USD,1.4369
2038-12-24,KRW,USD,0.5026
2038-12-24,BRL,USD,1.4768
2038-12-24,ZAR,USD,1.4647
2038-12-25,EUR,USD,0.962
2038-12-25,GBP,USD,1.131
2038-12-25,INR,USD,0.71
2038-12-25,JPY,USD,0.7991
2038-12-25,AUD,USD,1.0141
2038-12-25,CAD,USD,0.6583
2038-12-25,CHF,USD,1.0855
2038-12-25,CNY,USD,0.6691
2038-12-25,SEK,USD,0.9007
2038-12-25,NZD,USD,0.6426
2038-12-25,SGD,USD,0.6166
2038-12-25,HKD,USD,1.1692
2038-12-25,KRW,USD,0.7502
2038-12-25,BRL,USD,0.559
2038-12-25,ZAR,USD,0.7568
2038-12-26,EUR,USD,0.7088
2038-12-26,GBP,USD,1.2302
2038-12-26,INR,USD,0.8057
2038-12-26,JPY,USD,1.1009
2038-12-26,AUD,USD,1.0882
2038-12-26,CAD,USD,1.3523
2038-12-26,CHF,USD,1.2162
2038-12-26,CNY,USD,0.6356
2038-12-26,SEK,USD,0.8392
2038-12-26,NZD,USD,1.3774
2038-12-26,SGD,USD,0.6306
2038-12-26,HKD,USD,1.1095
2038-12-26,KRW,USD,0.8198
2038-12-26,BRL,USD,1.2532
2038-12-26,ZAR,USD,0.959
2038-12-27,EUR,USD,0.9199
2038-12-27,GBP,USD,0.9172
2038-12-27,INR,USD,1.3836
2038-12-27,JPY,USD,1.2787
2038-12-27,AUD,USD,1.2334
2038-12-27,CAD,USD,1.2789
2038-12-27,CHF,USD,0.8405
2038-12-27,CNY,USD,0.5039
2038-12-27,SEK,USD,1.4656
2038-12-27,NZD,USD,1.2503
2038-12-27,SGD,USD,0.574
2038-12-27,HKD,USD,1.3925
2038-12-27,KRW,USD,1.4438
2038-12-27,BRL,USD,1.2903
2038-12-27,ZAR,USD,0.8076
2038-12-28,EUR,USD,0.7394
2038-12-28,GBP,USD,0.9354
2038-12-28,INR,USD,0.751
2038-12-28,JPY,USD,1.4681
2038-12-28,AUD,USD,0.8917
2038-12-28,CAD,USD,0.9759
2038-12-28,CHF,USD,1.071
2038-12-28,CNY,USD,0.634
2038-12-28,SEK,USD,0.739
2038-12-28,NZD,USD,1.1083
2038-12-28,SGD,USD,0.6704
2038-12-28,HKD,USD,0.6248
2038-12-28,KRW,USD,0.6865
2038-12-28,BRL,USD,0.5397
2038-12-28,ZAR,USD,1.0005
2038-12-29,EUR,USD,1.4613
2038-12-29,GBP,USD,0.5895
2038-12-29,INR,USD,0.918
2038-12-29,JPY,USD,1.4108
2038-12-29,AUD,USD,1.4271
2038-12-29,CAD,USD,1.3793
2038-12-29,CHF,USD,0.7636
2038-12-29,CNY,USD,1.0104
2038-12-29,SEK,USD,0.9786
2038-12-29,NZD,USD,0.9413
2038-12-29,SGD,USD,1.0155
2038-12-29,HKD,USD,1.1111
2038-12-29,KRW,USD,1.3721
2038-12-29,BRL,USD,1.0979
2038-12-29,ZAR,USD,0.7083
2038-12-30,EUR,USD,0.7309
2038-12-30,GBP,USD,1.4846
2038-12-30,INR,USD,0.8925
2038-12-30,JPY,USD,0.5383
2038-12-30,AUD,USD,1.0497
2038-12-30,CAD,USD,0.7556
2038-12-30,CHF,USD,1.0591
2038-12-30,CNY,USD,1.4514
2038-12-30,SEK,USD,1.4777
2038-12-30,NZD,USD,1.1938
2038-12-30,SGD,USD,0.8148
2038-12-30,HKD,USD,1.2694
2038-12-30,KRW,USD,0.5461
2038-12-30,BRL,USD,1.3835
2038-12-30,ZAR,USD,1.3654
2038-12-31,EUR,USD,0.5101
2038-12-31,GBP,USD,1.277
2038-12-31,INR,USD,1.2277
2038-12-31,JPY,USD,1.2895
2038-12-31,AUD,USD,1.4519
2038-12-31,CAD,USD,0.7359
2038-12-31,CHF,USD,1.3645
2038-12-31,CNY,USD,1.2194
2038-12-31,SEK,USD,1.2758
2038-12-31,NZD,USD,1.4607
2038-12-31,SGD,USD,0.9685
2038-12-31,HKD,USD,1.0747
2038-12-31,KRW,USD,0.5495
2038-12-31,BRL,USD,0.9502
2038-12-31,ZAR,USD,1.2283
2039-01-01,EUR,USD,1.1494
2039-01-01,GBP,USD,1.3196
2039-01-01,INR,USD,0.6962
2039-01-01,JPY,USD,0.9897
2039-01-01,AUD,USD,0.5713
2039-01-01,CAD,USD,1.1546
2039-01-01,CHF,USD,1.2139
2039-01-01,CNY,USD,1.2465
2039-01-01,SEK,USD,0.6058
2039-01-01,NZD,USD,1.1506
2039-01-01,SGD,USD,0.9572
2039-01-01,HKD,USD,0.9343
2039-01-01,KRW,USD,0.8152
2039-01-01,BRL,USD,0.5675
2039-01-01,ZAR,USD,0.9225
2039-01-02,EUR,USD,1.0393
2039-01-02,GBP,USD,1.2873
2039-01-02,INR,USD,0.6754
2039-01-02,JPY,USD,1.3709
2039-01-02,AUD,USD,1.2916
2039-01-02,CAD,USD,1.243
2039-01-02,CHF,USD,0.6945
2039-01-02,CNY,USD,0.9779
2039-01-02,SEK,USD,0.8726
2039-01-02,NZD,USD,1.0967
2039-01-02,SGD,USD,0.6414
2039-01-02,HKD,USD,1.0067
2039-01-02,KRW,USD,0.6015
2039-01-02,BRL,USD,0.8332
2039-01-02,ZAR,USD,0.5343
2039-01-03,EUR,USD,1.4774
2039-01-03,GBP,USD,0.9945
2039-01-03,INR,USD,0.7598
2039-01-03,JPY,USD,0.6833
2039-01-03,AUD,USD,0.5857
2039-01-03,CAD,USD,0.8547
2039-01-03,CHF,USD,1.0131
2039-01-03,CNY,USD,1.0137
2039-01-03,SEK,USD,0.7409
2039-01-03,NZD,USD,0.7049
2039-01-03,SGD,USD,0.9258
2039-01-03,HKD,USD,0.6987
2039-01-03,KRW,USD,1.4624
2039-01-03,BRL,USD,0.5493
2039-01-03,ZAR,USD,0.6427
2039-01-04,EUR,USD,0.9008
2039-01-04,GBP,USD,1.36
2039-01-04,INR,USD,1.2841
2039-01-04,JPY,USD,1.152
2039-01-04,AUD,USD,1.0744
2039-01-04,CAD,USD,0.5633
2039-01-04,CHF,USD,0.8427
2039-01-04,CNY,USD,0.9481
2039-01-04,SEK,USD,0.9572
2039-01-04,NZD,USD,1.3196
2039-01-04,SGD,USD,1.0118
2039-01-04,HKD,USD,1.1494
2039-01-04,KRW,USD,0.8728
2039-01-04,BRL,USD,0.9193
2039-01-04,ZAR,USD,1.4351
2039-01-05,EUR,USD,0.7007
2039-01-05,GBP,USD,1.1628
2039-01-05,INR,USD,1.2624
2039-01-05,JPY,USD,1.3784
2039-01-05,AUD,USD,1.0652
2039-01-05,CAD,USD,1.3243
2039-01-05,CHF,USD,1.3441
2039-01-05,CNY,USD,1.055
2039-01-05,SEK,USD,1.1777
2039-01-05,NZD,USD,1.4236
2039-01-05,SGD,USD,1.2171
2039-01-05,HKD,USD,1.3276
2039-01-05,KRW,USD,1.2063
2039-01-05,BRL,USD,0.8376
2039-01-05,ZAR,USD,1.0631
2039-01-06,EUR,USD,1.3267
2039-01-06,GBP,USD,0.904
2039-01-06,INR,USD,0.9227
2039-01-06,JPY,USD,1.3474
2039-01-06,AUD,USD,1.3019
2039-01-06,CAD,USD,0.7302
2039-01-06,CHF,USD,0.759
2039-01-06,CNY,USD,1.4949
2039-01-06,SEK,USD,0.5153
2039-01-06,NZD,USD,0.9438
2039-01-06,SGD,USD,1.044
2039-01-06,HKD,USD,1.3068
2039-01-06,KRW,USD,1.3481
2039-01-06,BRL,USD,1.0621
2039-01-06,ZAR,USD,0.8152
2039-01-07,EUR,USD,0.9013
2039-01-07,GBP,USD,1.1592
2039-01-07,INR,USD,1.2701
2039-01-07,JPY,USD,1.4611
2039-01-07,AUD,USD,1.2231
2039-01-07,CAD,USD,0.6477
2039-01-07,CHF,USD,1.1459
2039-01-07,CNY,USD,1.0356
2039-01-07,SEK,USD,1.0955
2039-01-07,NZD,USD,0.5317
2039-01-07,SGD,USD,1.0097
2039-01-07,HKD,USD,1.2064
2039-01-07,KRW,USD,0.9354
2039-01-07,BRL,USD,1.2177
2039-01-07,ZAR,USD,0.7703
2039-01-08,EUR,USD,1.3709
2039-01-08,GBP,USD,0.8661
2039-01-08,INR,USD,0.7699
2039-01-08,JPY,USD,1.4155
2039-01-08,AUD,USD,1.2685
2039-01-08,CAD,USD,0.6367
2039-01-08,CHF,USD,0.9473
2039-01-08,CNY,USD,0.7421
2039-01-08,SEK,USD,1.184
2039-01-08,NZD,USD,1.0735
2039-01-08,SGD,USD,0.5622
2039-01-08,HKD,USD,1.2134
2039-01-08,KRW,USD,0.7996
2039-01-08,BRL,USD,0.7186
2039-01-08,ZAR,USD,0.643
2039-01-09,EUR,USD,1.0426
2039-01-09,GBP,USD,1.4664
2039-01-09,INR,USD,0.7447
2039-01-09,JPY,USD,0.5459
2039-01-09,AUD,USD,0.558
2039-01-09,CAD,USD,1.0936
2039-01-09,CHF,USD,1.1517
2039-01-09,CNY,USD,0.6109
2039-01-09,SEK,USD,0.8246
2039-01-09,NZD,USD,1.0274
2039-01-09,SGD,USD,1.1658
2039-01-09,HKD,USD,0.7507
2039-01-09,KRW,USD,1.112
2039-01-09,BRL,USD,0.7436
2039-01-09,ZAR,USD,0.9193
2039-01-10,EUR,USD,0.6296
2039-01-10,GBP,USD,1.1134
2039-01-10,INR,USD,1.4795
2039-01-10,JPY,USD,1.0493
2039-01-10,AUD,USD,0.9285
2039-01-10,CAD,USD,1.2134
2039-01-10,CHF,USD,0.8426
2039-01-10,CNY,USD,0.6811
2039-01-10,SEK,USD,1.3315
2039-01-10,NZD,USD,0.8291
2039-01-10,SGD,USD,1.4652
2039-01-10,HKD,USD,1.3311
2039-01-10,KRW,USD,0.643
2039-01-10,BRL,USD,1.3902
2039-01-10,ZAR,USD,1.4201
2039-01-11,EUR,USD,0.9763
2039-01-11,GBP,USD,1.4715
2039-01-11,INR,USD,0.9442
2039-01-11,JPY,USD,0.5814
2039-01-11,AUD,USD,0.7579
2039-01-11,CAD,USD,1.4365
2039-01-11,CHF,USD,0.808
2039-01-11,CNY,USD,0.7877
2039-01-11,SEK,USD,0.6301
2039-01-11,NZD,USD,1.283
2039-01-11,SGD,USD,0.8767
2039-01-11,HKD,USD,1.0334
2039-01-11,KRW,USD,1.0208
2039-01-11,BRL,USD,1.3964
2039-01-11,ZAR,USD,1.473
2039-01-12,EUR,USD,0.5172
2039-01-12,GBP,USD,1.3975
2039-01-12,INR,USD,1.2398
2039-01-12,JPY,USD,0.5062
2039-01-12,AUD,USD,0.5732
2039-01-12,CAD,USD,1.1022
2039-01-12,CHF,USD,0.802
2039-01-12,CNY,USD,0.7544
2039-01-12,SEK,USD,1.0618
2039-01-12,NZD,USD,1.1621
2039-01-12,SGD,USD,1.3485
2039-01-12,HKD,USD,1.4795
2039-01-12,KRW,USD,0.8776
2039-01-12,BRL,USD,1.461
2039-01-12,ZAR,USD,0.748
2039-01-13,EUR,USD,1.4303
2039-01-13,GBP,USD,0.9322
2039-01-13,INR,USD,1.3944
2039-01-13,JPY,USD,1.2162
2039-01-13,AUD,USD,0.7413
2039-01-13,CAD,USD,0.9177
2039-01-13,CHF,USD,0.5528
2039-01-13,CNY,USD,0.9847
2039-01-13,SEK,USD,1.4683
2039-01-13,NZD,USD,0.9096
2039-01-13,SGD,USD,1.121
2039-01-13,HKD,USD,1.3991
2039-01-13,KRW,USD,1.1115
2039-01-13,BRL,USD,0.6027
2039-01-13,ZAR,USD,1.038
2039-01-14,EUR,USD,1.2956
2039-01-14,GBP,USD,0.7499
2039-01-14,INR,USD,0.6847
2039-01-14,JPY,USD,1.3329
2039-01-14,AUD,USD,1.4894
2039-01-14,CAD,USD,1.4176
2039-01-14,CHF,USD,1.1114
2039-01-14,CNY,USD,1.0093
2039-01-14,SEK,USD,1.1644
2039-01-14,NZD,USD,1.3462
2039-01-14,SGD,USD,1.2988
2039-01-14,HKD,USD,1.493
2039-01-14,KRW,USD,1.158
2039-01-14,BRL,USD,0.8428
2039-01-14,ZAR,USD,1.1653
2039-01-15,EUR,USD,0.5103
2039-01-15,GBP,USD,1.2535
2039-01-15,INR,USD,0.8235
2039-01-15,JPY,USD,1.2578
2039-01-15,AUD,USD,1.1095
2039-01-15,CAD,USD,1.2876
2039-01-15,CHF,USD,0.7403
2039-01-15,CNY,USD,0.8132
2039-01-15,SEK,USD,0.6078
2039-01-15,NZD,USD,1.1036
2039-01-15,SGD,USD,0.5267
2039-01-15,HKD,USD,0.7131
2039-01-15,KRW,USD,0.7144
2039-01-15,BRL,USD,1.4074
2039-01-15,ZAR,USD,0.9788
2039-01-16,EUR,USD,0.6382
2039-01-16,GBP,USD,1.0571
2039-01-16,INR,USD,1.4455
2039-01-16,JPY,USD,1.406
2039-01-16,AUD,USD,0.5214
2039-01-16,CAD,USD,1.0429
2039-01-16,CHF,USD,1.226
2039-01-16,CNY,USD,1.0096
2039-01-16,SEK,USD,0.9306
2039-01-16,NZD,USD,1.2796
2039-01-16,SGD,USD,1.2435
2039-01-16,HKD,USD,1.3936
2039-01-16,KRW,USD,0.5839
2039-01-16,BRL,USD,1.0216
2039-01-16,ZAR,USD,0.91
2039-01-17,EUR,USD,0.6587
2039-01-17,GBP,USD,1.2021
2039-01-17,INR,USD,0.6642
2039-01-17,JPY,USD,0.8937
2039-01-17,AUD,USD,0.9012
2039-01-17,CAD,USD,0.9306
2039-01-17,CHF,USD,0.9032
2039-01-17,CNY,USD,1.458
2039-01-17,SEK,USD,1.36
2039-01-17,NZD,USD,1.4122
2039-01-17,SGD,USD,1.4182
2039-01-17,HKD,USD,0.6606
2039-01-17,KRW,USD,1.0403
2039-01-17,BRL,USD,1.047
2039-01-17,ZAR,USD,1.3242
2039-01-18,EUR,USD,1.2416
2039-01-18,GBP,USD,1.0207
2039-01-18,INR,USD,0.9331
2039-01-18,JPY,USD,1.1296
2039-01-18,AUD,USD,0.7898
2039-01-18,CAD,USD,0.5531
2039-01-18,CHF,USD,0.9196
2039-01-18,CNY,USD,0.9539
2039-01-18,SEK,USD,1.1457
2039-01-18,NZD,USD,0.7721
2039-01-18,SGD,USD,0.8918
2039-01-18,HKD,USD,0.6153
2039-01-18,KRW,USD,1.0333
2039-01-18,BRL,USD,1.1552
2039-01-18,ZAR,USD,1.0521
2039-01-19,EUR,USD,1.1789
2039-01-19,GBP,USD,1.1534
2039-01-19,INR,USD,0.7182
2039-01-19,JPY,USD,1.1156
2039-01-19,AUD,USD,1.3549
2039-01-19,CAD,USD,0.5086
2039-01-19,CHF,USD,0.9649
2039-01-19,CNY,USD,0.8143
2039-01-19,SEK,USD,0.5051
2039-01-19,NZD,USD,0.6037
2039-01-19,SGD,USD,0.8951
2039-01-19,HKD,USD,1.4961
2039-01-19,KRW,USD,0.5793
2039-01-19,BRL,USD,0.8499
2039-01-19,ZAR,USD,1.4488
2039-01-20,EUR,USD,0.7926
2039-01-20,GBP,USD,1.4026
2039-01-20,INR,USD,0.7552
2039-01-20,JPY,USD,0.5334
2039-01-20,AUD,USD,0.8184
2039-01-20,CAD,USD,0.7649
2039-01-20,CHF,USD,0.5742
2039-01-20,CNY,USD,1.3123
2039-01-20,SEK,USD,0.8268
2039-01-20,NZD,USD,1.3352
2039-01-20,SGD,USD,0.8789
2039-01-20,HKD,USD,1.1205
2039-01-20,KRW,USD,0.8372
2039-01-20,BRL,USD,0.5524
2039-01-20,ZAR,USD,0.757
2039-01-21,EUR,USD,0.8752
2039-01-21,GBP,USD,0.7759
2039-01-21,INR,USD,1.0705
2039-01-21,JPY,USD,1.411
2039-01-21,AUD,USD,1.4497
2039-01-21,CAD,USD,1.4524
2039-01-21,CHF,USD,0.6791
2039-01-21,CNY,USD,1.3316
2039-01-21,SEK,USD,1.2192
2039-01-21,NZD,USD,1.3531
2039-01-21,SGD,USD,0.9165
2039-01-21,HKD,USD,0.983
2039-01-21,KRW,USD,0.8319
2039-01-21,BRL,USD,0.5398
2039-01-21,ZAR,USD,1.3871
2039-01-22,EUR,USD,0.9117
2039-01-22,GBP,USD,1.3175
2039-01-22,INR,USD,1.0653
2039-01-22,JPY,USD,0.7153
2039-01-22,AUD,USD,1.203
2039-01-22,CAD,USD,0.6105
2039-01-22,CHF,USD,0.5807
2039-01-22,CNY,USD,0.9621
2039-01-22,SEK,USD,1.4306
2039-01-22,NZD,USD,0.9826
2039-01-22,SGD,USD,0.6986
2039-01-22,HKD,USD,1.4282
2039-01-22,KRW,USD,0.9181
